11/24/2013 22:00:00,Bend,OR,Light,15 minutes,Nine circular bright orange and yellow objects moving slowly then rising higher then vanished.,12/2/2013
11/23/2013 23:30:00,Albany,OR,Circle,>1 hour,"5 bright flashing lights, blue, red, green and white.",12/2/2013
11/22/2013 1:00:00,Redmond,OR,Sphere,10 minutes,"Glowing orange spheres over Redmond, Oregon.",12/2/2013
11/21/2013 20:18:00,Jefferson,OR,Sphere,5 seconds,Object was shaped like a long bright Bar very bright in the north sky above my back yard field.... at 8:15pm traveled 5 sec and the,12/2/2013
11/21/2013 20:00:00,West Linn,OR,Other,3 minutes,3 vertical rectangular lights seen hovering.,12/2/2013
11/16/2013 21:00:00,Springfield (?),OR,Circle,30 minutes,Was moving in different directions at really fast speeds.,1/10/2014
11/12/2013 2:48:00,Lincoln City,OR,Teardrop,25-30 seconds,12-inch long teardrop shaped hovering craft along Oregon Coast.,11/20/2013
11/10/2013 7:40:00,John Day,OR,Circle,2 minutes,"Disk over John Day, Oregon. And giant red flames 3 in all taking off by Lakeview, Oregon.",11/19/2015
11/10/2013 0:20:00,Albany,OR,Circle,5,Five orange globes in the sky. Soft looking. Moving slowly across the sky.,11/11/2013
11/5/2013 19:15:00,Keizer,OR,Cylinder,4 minutes,"Hovering Orange-ish light over Keizer, OR.",11/11/2013
11/5/2013 19:00:00,Grants Pass,OR,Fireball,20 seconds,Red orange fire ball northbound at a curve towards earth.,11/11/2013
11/3/2013 19:00:00,Medford,OR,Triangle,2 minutes,"Hovering triangle shape, bright white light on each corner, silent, took off very fast.",11/11/2013
11/3/2013 19:00:00,Coos Bay,OR,Light,Ongoing (Possibly),Star like object moving sporadically in northwest sky night after night. ((NUFORC Note: Venus? PD)),11/11/2013
10/29/2013 19:20:00,Milton-Freewater,OR,Light,Unknown,"Witnessed floating yellow light high in the sky. It did not move, and appeared to be distant.",11/11/2013
10/26/2013 20:00:00,Beaverton,OR,,,"2 orange orbs flickerig ,flying in sky over beaverton oregon.",11/11/2013
10/24/2013 20:15:00,Eugene,OR,Other,5 minutes,"Bright orange light, flying low, moving slowly & was silent",11/11/2013
10/24/2013 19:45:00,Brothers,OR,Light,45 minutes,I saw two groups of lights that appeared to be separate craft.,11/11/2013
10/23/2013 21:00:00,Summer Lake,OR,Light,20 minutes,10-23 and 24th of oct 13 summer lake OR. 9:00 p.m. orange balls of light 7 at one time in diagnal and in twos,11/11/2013
10/19/2013 18:00:00,Brownsville,OR,Disk,4-6 minutes,19-Oct-13 Brownsville Oregon on Kirk Ave. in a large clearcut.,1/24/2014
10/18/2013 0:00:00,Keizer,OR,Fireball,30 seconds,"Went out to smoke, heard segulls, looked up, saw random orange ball move quickly like a shooting star and make a big angled curve.",10/23/2013
10/14/2013 19:00:00,Seaside,OR,Light,15 minutes,Bright white light in the dusk sky over ocean.,10/23/2013
10/6/2013 21:56:00,Canyonville,OR,Unknown,1 hour,"3 lighted spacecrafts that formed Triangular shape & ascended straight up into the sky, moving at unbelievable speed.",10/14/2013
10/5/2013 23:30:00,Rockaway Beach,OR,Light,3-4 minutes,Unexplainable light moving in a ways not achievable by known aircraft.,10/14/2013
10/5/2013 22:44:00,Eugene,OR,Fireball,5 minutes,10 orange orbs moving slow from east to west. Last one hovered before it vanished. No sound.,10/14/2013
10/5/2013 20:30:00,Seaside,OR,Light,15 minutes,White lights over Pacific Ocean.,10/14/2013
10/4/2013 23:15:00,Gresham,OR,Fireball,20 minutes,My wife and I witnessed 16 - 20 orange orb-shaped objects that passed over us either solo or sets of two!,10/14/2013
10/4/2013 21:50:00,Salem,OR,Triangle,15 minutes,Brilliant star-like object hovers above trees and shines bright lights before changing into golden triangle.,10/14/2013
10/4/2013 21:50:00,Salem,OR,Triangle,15 minutes,"Low flying star-like object transforms into shining golden triangle in Salem, OR.",10/14/2013
10/4/2013 20:00:00,Albany,OR,Fireball,10 minutes,Woman and adult daughter witness cluster of orange lights near the Albany Hospital.,10/14/2013
10/3/2013 19:40:00,Portland,OR,Other,30 minutes,Saw Oct 3 2013 total of 15 craft with 5 lower than the others going in counterclock with 4 vertical rows of lights semi circ nose.,10/14/2013
9/19/2013 11:20:00,Klamath Falls,OR,Teardrop,10 minutes,Fast moving aircraft with little jet trail moves across Oregon sky's.,9/30/2013
9/14/2013 21:23:00,Canby,OR,Sphere,5 minutes,Three amber orbs or spheres.,9/30/2013
9/13/2013 23:39:00,Canby,OR,,4 minutes,3 bright white flashes of light that lit up the entire sky.,9/30/2013
9/12/2013,McMinnville,OR,Triangle,10 minutes,"Very slow moving object rectangular in shape with orange and red lights, making no sound.",9/30/2013
9/11/2013 23:00:00,Hillsboro,OR,Triangle,15 seconds,Dull black triangle with 4 lights moved quickly overhead from horizon to horizon,9/30/2013
9/7/2013 21:15:00,Springfield,OR,Sphere,30 seconds,"Springfield, OR bright orange sphere hovering in sky over pasture.",9/9/2013
9/5/2013 21:00:00,Merrill,OR,Flash,4 hours,White flashes of light over mountains in Southern Oregon.,9/9/2013
9/3/2013 21:30:00,Lincoln City,OR,Light,Few minutes,Bright red to dark slow flashing.,9/9/2013
9/2/2013 21:35:00,Lincoln City,OR,Circle,60 seconds,A round orange ball of light- looking like fire traveled north across the sky before fading in the distance. It seemed to be rotating a,9/9/2013
9/2/2013 21:30:00,Lincoln City,OR,Light,2 minutes,Seen a red solid light moving from west to east. The object was not flashing like a airplane and was a difrent collor. It disappeared i,9/9/2013
9/1/2013 22:15:00,Wilsonville,OR,Cigar,20 seconds,"1 UFO observed 2 times 10 seconds apart, going S to N, then N to S, at 22:15 hrs over Wilsonville, OR on 9/1/13.",9/9/2013
8/31/2013 22:20:00,Hillsboro,OR,Fireball,10 minutes,Strange orange light(flame) in the sky,9/9/2013
8/31/2013 18:45:00,Eagle Creek,OR,Other,10 minutes,"Bright star like object in the west that stopped, moved slowly then stopping again, then it was gone.",9/9/2013
8/30/2013 21:25:00,Pacific City,OR,Circle,<1 minute,Orange hovering light moving slowly then rapidly then gone into thin air,9/9/2013
8/20/2013 22:00:00,Portland,OR,Fireball,25 seconds,Orange fireball hovers over southeast Portland than disappears,8/30/2013
8/20/2013 21:05:00,Beaverton,OR,Light,1 minute,Bright white light traveling from west to east that suddenly disappeared.,8/30/2013
8/13/2013 23:00:00,Cannon Beach,OR,Circle,7 minutes,Dim white light went to a super white pulsed 3 blue luminated rings . after 30 seconds the lights retracted back tothe white light then,8/30/2013
8/8/2013 21:35:00,Lincoln City,OR,Circle,4 minutes,"Light orb over Lincoln City, Or.",8/30/2013
8/8/2013 21:11:00,Astoria,OR,Light,2 minutes,Orb following space station. ((NUFORC Note: Japanese HTV-4 craft flying close to the ISS. PD)),8/30/2013
8/8/2013 21:10:00,Milwaukie,OR,Light,2-3 minutes,Small reddish light following the space station very closely behind.((NUFORC Note: Japanese HTV-4 craft flying close to the ISS. PD)),8/30/2013
8/8/2013 21:00:00,Portland,OR,Oval,40 seconds,Silent white-lighted oval orb followed at distace by smaller reddish object.,8/30/2013
8/5/2013 21:59:00,Philomath,OR,Light,6 minutes,"08/05/13 21:59 Low flying, very large white light, heading north, viewed for 6 minutes.",8/30/2013
8/4/2013 22:20:00,Portland,OR,Formation,5 seconds,V shape formation of 5 soft white lights,8/30/2013
8/4/2013 20:12:00,Knappa,OR,Circle,10+ minutes,Multiple lights in sky.,8/30/2013
8/2/2013 19:00:00,Lincoln City,OR,Other,2+ hours,"Bright stationary pulsing light accompanied with other objects emanating faint pulses of colored lights (clear,red and blue in color).",1/24/2014
7/31/2013 21:40:00,Gresham,OR,Circle,15,6 amber circles forming a diamond shape moving fast in the sky.,8/30/2013
7/27/2013 23:55:00,Monroe,OR,Light,6 seconds,Bright light hovered and then vanished behind the treeline.,8/30/2013
7/27/2013 23:30:00,Portland,OR,Formation,15 seconds,"Before seeing this formation we saw two flashes of light at our zenith, and they were not iridium flares.",8/30/2013
7/27/2013 1:30:00,Portland,OR,Circle,35 minutes,I walked outside to my patio and looked to the east I saw a falling star and then a very bright blinking light surrounded by a haze. Co,8/30/2013
7/26/2013 23:23:00,Eugene,OR,Unknown,few seconds,Star like white light/ moves across sky and disapears,8/30/2013
7/25/2013 0:26:00,The Dalles,OR,Fireball,3-4 seconds,Yellow and greenish fireball streaking to the west over north central Oregon.,8/30/2013
7/24/2013 3:53:00,Tigard,OR,Light,27 minutes,This is the second report I've submitted this month since my 1st on 07/03/13 with similar lights.,8/30/2013
7/22/2013 2:00:00,La Grande,OR,Other,every night almost,Nightly aircraft seen over my town.,8/30/2013
7/18/2013 21:55:00,Portland,OR,Fireball,45 seconds,Strange light over Portland.,7/22/2013
7/18/2013 0:10:00,Lincoln City,OR,Light,5 minutes,Slow moving bright light in the sky.,7/22/2013
7/17/2013 22:40:00,Waldport,OR,Light,5 minutes,"Five reddish-orange lights over Waldport , Oregon in the SW sky.",7/22/2013
7/15/2013 17:15:00,Salem,OR,Circle,15 minutes,Bright white or reflecting silver ball hovering...others flying by?,7/22/2013
7/10/2013 22:00:00,Hillsboro,OR,Light,20 minutes,Bright light above coastal range observed for 20 mins,7/14/2013
7/7/2013 22:00:00,St. Helens,OR,Sphere,60 seconds,Orange sphere traveling south over st helens Oregon.,7/14/2013
7/7/2013 22:00:00,Springfield,OR,Circle,2 minutes,"red orb sighted over springfield, oregon",7/14/2013
7/6/2013 21:30:00,Portland,OR,Light,10 minutes,"White light hovering place, disappeared and reappeared three times, and changed shapes.",7/14/2013
7/4/2013 22:15:00,Mount Angel,OR,Fireball,15 minutes,6 reddish orange lights moving slowly over Mount Angel Oregon,7/14/2013
7/4/2013 21:45:00,Oregon City,OR,Light,10 minutes,5 objects in the horizon sky rising.,7/5/2013
7/4/2013 21:40:00,Knappa,OR,Triangle,2 minutes,Triangle shape object moving slowly across tree tops,7/22/2013
7/4/2013 21:00:00,Portland,OR,Fireball,before fire works started,Fire ball in the portland oregon sky.,7/22/2013
7/3/2013 21:45:00,Eugene,OR,Flash,5 minutes,"Bright glowing orb, moving slowly then fading into the night.",7/5/2013
7/3/2013 21:00:00,Culver,OR,,3 hours,Disk with a tail and it stayed by Mount Jefferson for about 30 to 45 minutes.,7/14/2013
7/3/2013 3:30:00,Tigard,OR,Light,4 seconds,"All the jets I see at cruising altitudes take at least 12 seconds to cover the same area, and dont look like actual stars.",7/14/2013
7/3/2013 0:00:00,Albany,OR,Unknown,5 minutes,Unknown Lights,7/5/2013
7/1/2013 21:37:00,Hillsboro,OR,Light,43 minutes,Dull orange object over the Oregon coast range WNW at dusk.,7/3/2013
6/30/2013 13:12:00,Olallie Lake,OR,Disk,from photo,"I was kayaking on Olallie Lake today, June 30, 2013 with my stepson. After arriving home and loading photos on the computer, I saw wha",7/3/2013
6/30/2013 0:45:00,Portland,OR,,4 minutes,Phoenix type lights pdx.,7/3/2013
6/28/2013 22:30:00,Parkdale,OR,Triangle,60 seconds,Witnessed a triangular shaped craft with bright white lights travel across the sky then quickly shot straight up and disappeared.,7/3/2013
6/26/2013 22:30:00,Lakeview (north of; Hwy 140/395),OR,Circle,,Orange colored orbs in line with each other over the mountains,8/30/2013
6/24/2013 22:00:00,Myrtle Point,OR,Oval,10 SECONDS,CRAFT CAME IN FROM OCEAN AT FAST PACE. CRAFT MADE NO NOISE I HAD CAMERA IN UTILITY ROOM 10 FEET AWAY GRABBED AND SHOT PICTURE. THIS CRA,7/3/2013
6/23/2013 0:21:00,Portland,OR,Other,90 seconds,Four Lights/Objects in Night Sky Over Portland,7/3/2013
6/21/2013 23:50:00,Portland,OR,Circle,3 minutes,2 orange circles flying at a slow pase then disappeared.,7/3/2013
6/16/2013 22:30:00,Hermiston,OR,Light,1 minute,Two objects moving across the night sky at very high speed,7/3/2013
6/15/2013 23:10:00,Hwy 97 between LaPine & Sunriver,OR,Teardrop,:05,"Bright fast moving object that appeared and disappeared within seconds on Hwy 97 bear Sunriver, OR.",7/3/2013
6/15/2013 22:30:00,Salem,OR,Sphere,~10 minutes,Red lights floating east to west.,7/3/2013
6/14/2013 21:58:00,Portland,OR,Disk,7 seconds,Green lit object over Portland changing direction.,7/3/2013
6/9/2013 22:30:00,Lake Oswego,OR,Light,3 minutes,2 orange/red lights seen over Lake Oswego at night,7/3/2013
6/8/2013 22:45:00,Tigard,OR,Light,1.5 minutes,5 lights moving in formation over Tigard Oregon 06/08/13,7/3/2013
6/2/2013 23:00:00,Portland,OR,Light,~5 minutes,Bright ball of light in the sky over Portland.,7/3/2013
6/1/2013 20:45:00,Portland,OR,Teardrop,10 minutes,Blue/white light streaks across western horzion.,6/2/2013
6/1/2013 1:35:00,Coos Bay,OR,Circle,3 minutes,6 lights red/green/yellow/blue floating in the sky.,6/2/2013
5/30/2013 23:00:00,Portland,OR,Unknown,30 seconds,"Light seen in northern sky, did not behave like an aircraft, then disappeared. Happened twice.",7/3/2013
5/19/2013 21:30:00,Lakeside,OR,Circle,hour,Bright white light moving super slow. Almost like not at all,6/2/2013
5/18/2013 22:30:00,Salem,OR,Oval,4 minutes,Orange oval glow flying/ hovering for 4 minutes outside Salem Or.,6/2/2013
5/17/2013 3:00:00,McMinnville,OR,Unknown,1 hour,Two objects shooting at each other in the sky,6/2/2013
5/13/2013 22:00:00,Portland,OR,Rectangle,6 minutes,4 red pulsing lights fly over Portland.,5/15/2013
5/12/2013 21:20:00,Salem,OR,Circle,2 minutes,Object sighted in West by South-west sky at about 21:20. Object appeared round/circular in shape with a dark center; had glow.,5/15/2013
5/11/2013 21:25:00,Bandon,OR,Sphere,12 minutes,"Glowing orbs over the pacific in Bandon, Oregon.",5/15/2013
5/11/2013 21:00:00,Bandon,OR,Sphere,5 minutes,Two sets of three fire orange orbs were seen traveling northeast rising and disappearing in the clouds.,5/15/2013
5/10/2013 21:05:00,Winston,OR,Cylinder,15 minutes,"Reddish orange & white, cylinder light, appeared in the S sky and hovered silently for 3-4 minutes before leaving sight eastbound.",5/15/2013
5/7/2013 23:30:00,Albany,OR,Formation,,"Orange orbs over Corvallis, OR",5/15/2013
5/5/2013 23:20:00,Portland,OR,Teardrop,1+ hr,"Firey light, orb flashing red, retro rocket flying backwards.",5/15/2013
5/4/2013 23:30:00,Florence,OR,Light,1,Two bright orange lights at the Oregon coast,5/15/2013
5/4/2013 23:20:00,Coos Bay,OR,Unknown,2 minutes,"Two lights moving north appeared to be one object, confirmed was not ISS, about 1/2 degree apart with flare or brightening of one light",5/15/2013
5/4/2013 22:00:00,Portland,OR,Light,15 seconds,Moving object resembling a star makes sweeping turn before disappearing.,5/15/2013
5/4/2013 21:53:00,Newport,OR,Fireball,3:00 minutes,"Two people witnessed five lights floating in formation, absolutely silent, headed from northeast to southwest over my hometown of Newpo",5/15/2013
5/4/2013 21:10:00,Aurora,OR,Triangle,2 minutes,Three lights forming an equalateral triangle appeared and then disappeared while never changing position.,5/15/2013
5/4/2013 21:00:00,Aloha,OR,Formation,2-3 minutes,Three Bright white lights in Triangular formation,7/3/2013
4/28/2013 21:26:00,Grants Pass,OR,Light,1 minute,Very bright light descends and travels southward shifting from yellow to red and fading from vision.,5/15/2013
4/27/2013 0:20:00,Scappoose,OR,Sphere,5-7 minutes,"April 27th @ 12:20 am 50-100 orange & red lights Scappoose,Oregon.Moving slowly in zig-zag formation across the sky.Duration 7-10 mins",5/15/2013
4/26/2013 21:40:00,Cornelius,OR,Circle,3 minutes,7 Orange ball shaped objects moving quickly across the sky stayed for 3 min then dissapeared.viewed by 3 people,5/15/2013
4/26/2013 20:00:00,Lake Oswego,OR,Light,3-5 minutes,"Four distinct Orangish /red lights in sky in an arc over Lake Oswego, Oregon at just at dusk, moving west east then slowly fading away",5/15/2013
4/26/2013 11:46:00,Scappoose,OR,Circle,12:05,Red lights.,5/15/2013
4/24/2013 21:45:00,Hillsboro,OR,Unknown,8-10 minutes,"6 red lights in the night sky in Hillsboro, Or",5/15/2013
4/24/2013 21:15:00,Medford,OR,Light,20 minutes,"Red, blue and silvery flashing object. ((NUFORC Note: Possible twinkling star. PD))",5/15/2013
4/22/2013 22:15:00,Toledo,OR,Light,25-30 minutes,A large rotating UFO over the coast of Oregon with smaller orb like lights,5/15/2013
4/22/2013 18:25:00,Salem,OR,Cigar,seconds,"Greenish blue object with white tail sighted in salem, oregon.",5/15/2013
4/20/2013 22:15:00,Springfield,OR,Light,5 minutes,Blinking blue lights moving and sinking below the horizon,5/15/2013
4/3/2013 19:30:00,Hillsboro,OR,Unknown,2 minutes,Flashing bright lights at night in Hillsboro,9/30/2013
4/1/2013 20:40:00,Eugene,OR,Light,20-30 minutes,"Six blinking lights in formation, glide up and then down again over Eugene Or.",5/15/2013
3/28/2013 19:00:00,Lincoln City,OR,Fireball,7 minutes,Orange fireball that stood still then started moving left and right and then shooting straight up into the sky.,1/16/2014
3/26/2013 20:10:00,Lake Oswego,OR,Triangle,6 minutes,Red dots looked like ufos,4/12/2013
3/20/2013 23:12:00,Albany,OR,Cylinder,10 minutes,((HOAX??)) One quick sighting.,4/4/2014
3/17/2013 21:30:00,Portland,OR,Formation,30 minutes,"Cluster of bright orange lights floating, jumping around in sky",5/15/2013
3/15/2013 22:00:00,Eugene,OR,Sphere,60 seconds,Sighted fiery red ball shaped object prox 50 ft in diameter with flames on all edges.,5/15/2013
3/10/2013 21:30:00,Lakeside,OR,Triangle,5 minutes,My wife and I was in the Spinreel Dunes area trying to watch a comet that was supposed to be seen that night.,5/15/2013
3/9/2013 22:05:00,Portland,OR,Triangle,45 seconds,"Three triangular bright orange light objects hovering low in the sky: Portland, Oregon.",5/15/2013
3/9/2013 21:12:00,Portland,OR,Fireball,2 minutes,Light? Fireball?,5/15/2013
3/8/2013 22:20:00,Fairview,OR,Changing,20 minutes,Large diamond shaped aircraft with bright orange lights hovered over freeway with no sound.,5/15/2013
3/6/2013 19:55:00,Eugene,OR,Other,3 hours,"Round red, yellow and blue flashing ball seen by myself and my friend 5 miles away. ((NUFORC Note: Possible twinkling star?? PD))",5/15/2013
3/3/2013 19:30:00,Hillsboro,OR,Unknown,2 minutes,"Blinking brights lights close to the Hillsboro Airport, Oregon.",4/12/2013
3/3/2013 19:30:00,Hillsboro,OR,Unknown,2 minutes,Flashing bright lights at night in Hillsboro.,4/12/2013
3/1/2013 0:30:00,Portland,OR,Circle,3 minutes,Yellowish/orange spheres portland Oregon.,5/15/2013
2/25/2013 22:30:00,Eugene,OR,Sphere,2 minutes,2 lights in the night sky,8/30/2013
2/25/2013 4:00:00,Oregon City,OR,,1 minute,Bright lights and no noise.,2/28/2013
2/19/2013 21:00:00,Cascade Locks,OR,Triangle,10 minutes,Five Red Triangle Ufo's over the Columbia River.,2/28/2013
2/17/2013 12:00:00,Forest Grove,OR,Fireball,20 minutes,"Red, orange fireballs in mid day.",2/21/2014
2/14/2013 19:30:00,Grants Pass,OR,Light,4 seconds,Driving north on New Hope Rd. south of Grants Pass I saw a light brighter than a regular meteor directly due north of my location appro,3/3/2013
2/14/2013 12:20:00,Eugene,OR,Light,10 minutes,"I saw several orange lights traveling east and then turning south as I was driving west from Springfield to Eugene, OR right by I-5.",4/12/2013
2/13/2013 21:00:00,McMinnville,OR,Sphere,10 minutes,Large bright ball of light moving slowly.,2/18/2013
2/6/2013 18:45:00,Scappoose,OR,Triangle,2 minutes,Two large triangled shaped objects seen heading east following the Columbia river towards Portland.,2/18/2013
2/3/2013,Hood River,OR,,,"02-03-13 report from Hood River, MA: There is no such place.",2/18/2013
2/2/2013 21:30:00,Hood River,OR,Triangle,6 seconds,"((HOAX??)) Group of young people claim to have witnessed a large triangle, with lights on its edges, streak overhead.",2/4/2013
2/2/2013 20:00:00,Hillsboro,OR,Circle,3-5 minutes,"Five round orange lights over Hillsboro, Oregon",2/4/2013
2/1/2013 14:00:00,Pendleton,OR,Unknown,1 hour,Very odd sounds comming from the upper nite sky ! very wierd,4/12/2013
1/17/2013 6:30:00,Nehalem,OR,Light,5 seconds,"Bright white ""light"" performs extreme maneuvers at OR coast.",2/4/2013
1/16/2013 23:20:00,Astoria,OR,Chevron,10 mintues,"Red Crescent like object hovered, glowing, and then coalesced into a ball and vanished.",2/4/2013
1/11/2013 20:00:00,Portland/Vancouver (on I-5 @ Interstate Bridge),OR,Other,1-3 hours,((HOAX??)) Massive UFO sighting iin Portland Oregon!! Something doesn't feel right.,2/4/2013
1/9/2013 18:00:00,Medford,OR,Unknown,2 minutes,Sighting that seemed to be red balloons but was clearly not due to the spacing of the orbs? and behavior.,2/4/2013
1/8/2013 22:00:00,Keizer,OR,Changing,6 minutes,A round shape with dome cover and changing lights hovering over homes making a humming noise and moving fast.,5/15/2013
1/4/2013 22:55:00,Milwaukie,OR,Light,15 minutes,Red light moving slow from afar almost thought was a star but as we noticed its color and speed and comparing to planes it was not.,2/4/2013
1/3/2013 21:37:00,Terrebonne,OR,Unknown,3 minutes,"A red, ribbon-like moving shape flying next to the butte in Terrebonne, OR.",2/4/2013
1/1/2013 0:01:00,Portland,OR,Other,2-3 minutes,I observed the following by eye & through binoculars. Whilst watching the New Years Fireworks from my 2nd story which affords me a g,2/4/2013
12/31/2012 22:30:00,Bend,OR,Light,2-3 minutes,"Two bright red/orange star-like lights that appeared stationary, possibly moving upward as they disappeared",2/4/2013
12/31/2012 22:30:00,Springfield,OR,Triangle,Seconds,Triangle light formation with faces in the lights,8/30/2013
12/31/2012 22:00:00,Roseburg,OR,Circle,8:00 minutes,They came from the ground and went up at a same rate of speed. All the same color red and yellow.,2/4/2013
12/31/2012,Bend,OR,Oval,2-3 minutes,"www.youtube.com/watch?v=zE3H1q8yo9k I reported seeing bright red/orange lights on December 31, 2012 in Bend, OR. I later found this u",2/18/2013
12/30/2012 0:00:00,Bend,OR,Circle,4 minutes,Two objects flying from the north headed south then disappeared,2/4/2013
12/29/2012 19:00:00,Independence,OR,Unknown,~5 minutes,"Two bright red/orange lights moving straight up, they were not in line but moving at the same speed and distance from each other.",2/4/2013
12/26/2012 12:00:00,The Dalles,OR,Other,10 minutes,((HOAX??)) Whirring black object off our front porch.,2/4/2013
12/25/2012 19:30:00,Salem,OR,Oval,5-7 minutes,7 glowing &quot;orbs&quot; floating from W. Salem OR from the west headed north. Stopping mid flight then up into the clouds.,2/4/2013
12/24/2012 19:30:00,Talent,OR,Light,5-7 minutes,"Red/Yellow orb West of Medford, Oregon, Christmas Eve.",2/4/2013
12/24/2012 9:13:00,Salem,OR,Circle,3 minutes,"Observed one bright red/orange light at first, then saw three more identical objects following it forming a triangle shape as soon as t",2/4/2013
12/22/2012 18:15:00,,OR,Light,2 minutes,"Looked up into west sky and saw a formation of 8-10 lights flying low, slow and not exactly in formation. Gone over hilltop. Appearing",2/4/2013
12/22/2012 18:00:00,Tigard,OR,Unknown,8-10 minutes,"7 - 8 Bright Lights Seen in Night Sky over Tigard, Oregon 12/22/12",2/4/2013
12/21/2012 23:00:00,Portland,OR,Light,5 minutes,"Approx. 11 pm, A friend and I were walking on Se Morrison on 28th when We noticed a hovering orange light in the sky slowly descending",2/4/2013
12/21/2012 22:05:00,Eugene,OR,Fireball,1 minute,3 sets of 3 orangy flickering flying objects completely quiet and in perfectly spaced apart from one another. then they disappeared.,2/4/2013
12/21/2012 22:00:00,Eugene,OR,Fireball,4 minutes,"4 sets of 3 (12) separate flying orbs/fireballs, orange, headed northwest in straight line.",2/4/2013
12/15/2012 18:00:00,Portland,OR,Fireball,3 seconds,"Fireballs seen south of Portland, OR area.",2/4/2013
12/13/2012 20:00:00,Scappoose,OR,Circle,.57 seconds,Black hawk chasing ufo.,12/20/2012
12/13/2012 15:50:00,Carlton,OR,Triangle,1 minute,Triangle shaped craft with no noise. Very low.,12/20/2012
12/11/2012 16:30:00,Eugene,OR,Light,5 minutes,Bright star in the horizon during sundown fades away.,12/15/2016
12/7/2012 12:30:00,Bend,OR,Formation,1-2 minutes,"Grouping of 3 objects each with large, bright red-orange lights in Bend, OR",12/20/2012
12/6/2012 19:30:00,Independence,OR,Light,5 seconds,Bright light over house and yard. 500 Lights On Object0: Yes,12/20/2012
12/2/2012 6:15:00,Portland,OR,Formation,5 seconds,"I saw a flock of bird shaped objects, about 23, fly within a 5 second period and disappear in the open sky.",12/20/2012
11/28/2012 23:35:00,Fall Creek,OR,Circle,30 minutes,Sighting Over Eugene Oregon Area.,12/20/2012
11/25/2012 16:50:00,Portland,OR,Light,3-4 minutes,Extremely bright object in southern sky. - Portland.,12/20/2012
11/22/2012 18:30:00,Ashland,OR,Circle,A few minutes,"Circular object directly overhead (far), bright red with yellow center, hung in fixed position for a few mins then moved and went dark.",12/20/2012
11/22/2012 18:00:00,Medford,OR,Diamond,4 minutes,4 orange lights in shape of diamond with one trailing.,12/20/2012
11/14/2012 18:00:00,Otis,OR,Formation,3 minutes,5 red star like lights appeared in the sky.,11/19/2012
11/12/2012,Salem,OR,Cylinder,5 minutes +-,"Bright flying object spotted near downtown Salem, OR",11/19/2012
11/10/2012 23:45:00,Creswell,OR,Circle,3-4 minutes,"Very bright lights like an airplane, but went dark and saw a round, gray object at a high altitude.",11/19/2012
11/8/2012 22:10:00,Eugene,OR,Unknown,5 minutes,3 amber lights moving over Eugene slowly at 3000 ft. below clouds silently.,11/19/2012
11/6/2012 20:00:00,Portland,OR,Changing,>10 minutes,"2-3 colored lights on one craft swooping gracefully in irregular pattern looking west/nw from North Portland, OR",11/19/2012
11/5/2012 18:30:00,Portland,OR,Fireball,2 minutes,Watched an Orange firery object in the sky.,11/19/2012
11/3/2012 18:29:00,Hood River,OR,Other,10 seconds,Fast bright white streak,11/4/2012
10/31/2012 10:00:00,La Pine,OR,Cylinder,5 minutes,"Unexplainable object in the late morning sky on All Spirits Day, 2012",11/4/2012
10/29/2012 11:30:00,Silver Lake,OR,Other,1 minute,Unknown plane/craft in Oregon,11/19/2012
10/20/2012 6:00:00,Hermiston,OR,Fireball,5-10 minutes,2 fireballs and a cylinder shaped craft spotted in Eastern Oregon.,12/20/2012
10/20/2012 6:00:00,Hermiston,OR,Cylinder,5-10 minutes,Call me if you want in depth description and pics and video some in raw format of 4 separate sightings.,11/19/2012
10/13/2012 22:05:00,Oregon City,OR,Unknown,15 minutes,"I was out taking my dog to go ""potty"" when I looked up at an object emitting a solid orange-ish light-travelling south to nor",10/30/2012
10/12/2012 18:00:00,Salem,OR,Oval,10 minutes,An oval shaped craft emited an intense silver light. The bottom of it had a red/blue streak. Then it very fast left blinking red.,1/10/2014
10/12/2012 17:00:00,Ashland,OR,Cylinder,40 seconds,Airliner and UFOs.,5/15/2013
10/9/2012 16:30:00,Lake Oswego,OR,Sphere,20 minutes,White orb seen floting in the sky. Standing in my back yard I saw a object in the sky that looked like a star.,10/30/2012
10/3/2012 3:00:00,Corvallis,OR,Formation,ongoing,Multi-Colored Flashing Light with Reddish-orange orb moving across sky.,10/30/2012
10/1/2012 20:00:00,Eugene,OR,Light,hours,"Star looking lights with flashing red, green, and purple lights that just hover around ! NOT GOING ANYWHERE! ((Star?))",10/30/2012
9/30/2012 20:15:00,Portland,OR,Fireball,3 minutes,Orange firelike floating slowly along treeline.,10/30/2012
9/29/2012 21:45:00,Creswell,OR,Sphere,1 second,"Bright white sphere Creswell, OR.",10/30/2012
9/29/2012 12:00:00,Redmond,OR,Sphere,30 minutes,"Small, white, lumenescent sphere observed drifting through chemtrail activity from High Desert, Central Oregon.",10/30/2012
9/25/2012 19:32:00,Beaverton/Tigard,OR,Circle,19:32,Strange lights over beaverton/tigard,10/30/2012
9/22/2012 22:45:00,Cape Meares,OR,Light,2 minutes,"Bright orange light, star shaped, hovering high over town.",9/24/2012
9/16/2012 21:10:00,Lincoln City,OR,Light,3 minutes,Five red lights in night sky.,9/24/2012
