2001,Grants Pass,OR,Triangle,5 minutes,"Very large triangular shaped UFO siting, North-West, outlined in blinking red lights",42.4390,-123.3284
2001,Astoria,OR,Sphere,5 minutes,"Eight small, silver- colored spherical objects over Columbia River",46.1879,-123.8313
2001,Portland,OR,Light,1 hour +,"a flickering light, that changed color, and greww larger and started to throb when airplanes came near.",45.5231,-122.6765
2002,Springfield,OR,Teardrop,45 seconds,Rain drop shaped with windows.,44.0462,-123.0220
2002,Portland,OR,Light,1 minute,"Sighting of lights over willamette river in Portland, OR Saturday 1/12/02 @ 4:10pm near two rainbows",45.5231,-122.6765
2002,Portland,OR,Triangle,2 minutes,Red triangles of light that straightend into column.,45.5231,-122.6765
2002,Portland,OR,Light,2 minutes,"Red, fuzzy ball of light streaking across in front of the mountain.",45.5231,-122.6765
2002,Salem,OR,Triangle,5-10 min,triangle shape ufo N salem,44.9429,-123.0351
2002,Eagle Point,OR,Light,1 minute,Orange lights traveling slowly across sky fade out and diminish in size,42.4726,-122.8028
2002,Portland,OR,Disk,60 minutes +,"Craft forms Triangle, becomes portal right over 1-5",45.5231,-122.6765
2002,Portland,OR,Disk,30 seconds,Oregon UFO Review Case: Disk w/dull reddish glow.,45.5231,-122.6765
2002,Canby,OR,Light,3 min.,"Two white lights traveling north at a highe rate of speed, hovering =, then continuing north",45.2623,-122.6921
2002,Merlin,OR,Circle,20 min,strange light that changed all colors in the sky,42.5184,-123.4203
2002,Merlin,OR,Sphere,20 min,Multi colored light in the sky .........,42.5184,-123.4203
2002,Klamath Falls,OR,Formation,1 minute,"Wing shaped UFO Klamath Falls Oregon. Several lights or reflections, Soared like a bird, not straight path, hight altitude no sound. S",42.2249,-121.7817
2002,Clackamas,OR,Other,4 seconds,Had the most intense color white!,45.4076,-122.5704
2002,Salem,OR,Triangle,5 minutes,Three witness low hovering craft over farm field...joint NUFORC and OUFOR investigation.,44.9429,-123.0351
2002,Gresham,OR,Light,10 Minutes,Bright RED light spotted in Southern sky traveling East,45.5001,-122.4302
2002,Springfield,OR,Unknown,3min,"clear night, but not body, rotating lights, not fixed and not a plane or any know air craft.",44.0462,-123.0220
2002,McMinnville,OR,Oval,5 seconds,Glowing oval and flying triangle observed in McMinnville Oregon,45.2101,-123.1987
2002,McMinnville,OR,Triangle,Short,Oval object and triangle shaped craft seen traveling together from bedroom window.,45.2101,-123.1987
2002,Portland,OR,Circle,4 minutes,"Crescent of lights, may have been edge of large craft.",45.5231,-122.6765
2002,Gates,OR,Unknown,5 seconds,Can anyone identify this.,44.7562,-122.4167
2002,Sheridan,OR,Circle,10 minutes,"3 round white lighted objects,hovering then moving quickly across sky,then hovered then went quickly up into space.",45.0993,-123.3948
2002,Christmas Valley,OR,,,Oregon UFO Review Case: Daytime cattle mutilation...same animal hit twice.,43.2378,-120.6709
2002,McMinnville,OR,Disk,,Me and my Mom saw a saucer with many lights hover by a house and trees then disappear with no trace.,45.2101,-123.1987
2002,Bend,OR,Light,1 minute,I did'nt see it at first.Then it came out from behind a tree I was a huge ball of light.,44.0583,-121.3153
2002,Dallas,OR,Light,1 minute,"Oregon UFO Review Case: ""Satellite"" changes directions, performing wild maneuvers.",44.9193,-123.3170
2002,Oregon City,OR,Rectangle,10+ minutes,"Bright, non-circular object hovers far above Oregon City OR at dawn, 2002/05/24",45.3573,-122.6068
2002,Banks,OR,Light,10 minutes,Oregon UFO Review Case: Lights during road trip as phoned into OUFOR.,45.6187,-123.1143
2002,Grants Pass,OR,Oval,2 minutes,"Sighting of very fast object near Grants Pass, OR that made strange moves, and was pursued by jets.",42.4390,-123.3284
2002,Lorane,OR,Triangle,10 minutes,Black triangle with searchlight west of Eugene Oregon,43.8376,-123.2390
2002,Tualatin,OR,Oval,4 seconds,Oregon UFO sighting,45.3840,-122.7640
2002,Portland (Lake Oswego and Gresham),OR,Sphere,2 hours,"Oregon UFO Review Cases: The following 4 reports from Portland, Lake Oswego and Gresham appear to be the same object.",45.5231,-122.6765
2002,Portland,OR,Light,75 minutes,Oregon UFO Review Case: Object releases dark orbs in Portland skies...photographed.,45.5231,-122.6765
2002,Lake Oswego,OR,Circle,25 minutes,"object was white sphere, appeared to be at least 6000 to 7000 ft up, object ABSOLUTELY fixed, nailed in place. size: BB held at arms l",45.4207,-122.6706
2002,Portland,OR,Sphere,1.5 hours,I had just stopped in a local tavern after work (no alchohol prior; 1/2 beer before siting). Several individuals were going out and com,45.5231,-122.6765
2002,Salem,OR,Light,30/40 sec.s,I was looking out the front window of my house. Directly above me was the light. It was a bright white light moving directly east of my,44.9429,-123.0351
2002,Portland,OR,Cigar,10min,The objects I saw were beyond our atmosphere. The size of the cigar object had to be huge for me to see it at that distance.,45.5231,-122.6765
2002,Portland,OR,Circle,15 minutes,"Object appeared in the low horizon and it looked to me to be venus, but then was moving east and rising slightly untill it was about 4",45.5231,-122.6765
2002,St. Helens,OR,Disk,15 minutes,"Fast moving object that moved left to right, stopped, then right to center, then center to left at 1 minute intervals",45.8590,-122.8158
2002,Dorena,OR,Triangle,4 min.,7 people see lights in triangle formation move across sky.,43.7198,-122.8620
2002,Hillsboro,OR,Fireball,1/2 second,A bright flash of white light shot across the sky in an instant with no sound,45.5229,-122.9898
2002,Forest Grove,OR,Unknown,unknown,Oregon UFO Review Case: Crop Formation appears in Forest Grove wheat field.,45.5198,-123.1107
2002,Bend,OR,Triangle,1 1/2 hour,Oregon UFO Review Case: Triangle craft decends to ground level.,44.0583,-121.3153
2002,Bend,OR,Triangle,2 hours,Triangle object and accompanying lights descend rapidly from sky,44.0583,-121.3153
2002,Myrtle Point,OR,Cigar,4 to 5 seconds,I was coming back to Oregon from Lake Havasu on sunday 07/07/02 and almost got run over by a U.F.O. on hwy. 42 about 10 miles east of M,43.0648,-124.1390
2002,Klamath Falls,OR,Light,90 seconds,"7/9/02. Klamath Falls , OR 03:55, object travelling from SSE towards NNW accelerates at high speed and does 180 still accelerating",42.2249,-121.7817
2002,Hillsboro,OR,Changing,10 minutes,fire in the sky,45.5229,-122.9898
2002,Portland,OR,Oval,3 minutes.,"When I was about 10 I was staying at my grandmothers house in Portland. It was pretty warm that day and it was not subsiding, so my gra",45.5231,-122.6765
2002,Salem,OR,Circle,5 minutes,Oregon UFO Review Case: Baseball sized pink object over head.,44.9429,-123.0351
2002,Aloha,OR,Circle,5 minutes,Oregon UFO Review Case: Three crafts seen overhead.,45.4943,-122.8670
2002,Tillamook (15 miles SW; Cape Lookout),OR,Light,approx. 1.5 hrs,My family and I observed a large bright as it moved north out over the Pacific ocean off of the northernm Oregon coast.,45.4562,-123.8440
2002,Portland,OR,Sphere,5 min.,Jets slowly chaising object,45.5231,-122.6765
2002,Portland,OR,Light,,"I was in my hot tub, and I looked at the sky, and a bright light moved across the sky,faster than a plane, slower than a shooting star.",45.5231,-122.6765
2002,Portland,OR,Light,seconds,Pacific NW light in the sky moving fast from North to South.,45.5231,-122.6765
2002,Cove Palisades,OR,Disk,<1min.,DIsk shaped object with bright central light seen during clear daylight with multiple witnesses and photographic evidence.,44.5429,121.2751
2002,Portland,OR,Unknown,5-10 minutes,"Two stationary lights, side by side, above the clouds and Willamette River.",45.5231,-122.6765
2002,Portland,OR,Light,30 Seconds,"Bright, White light moving North from South, Below the Moon.",45.5231,-122.6765
2002,Portland,OR,Light,About 3 minutes,"In a night sky 5 silver/blue lights circled in a circle, joined at the center, repeated the event & then the joined lights went out.",45.5231,-122.6765
2002,Florence,OR,Circle,20 minutes,"It was an orange glow, with rapid movements far above the ocean, moving rapidly to the right and left, up and down.",43.9826,-124.0988
2002,Ashland,OR,Unknown,2 minutes,"I think we posess the ability for a satelite to change course and since I canot corroborate it, to me it is unidentified",42.1946,-122.7095
2002,Baker City,OR,Formation,8 minutes,3 objects in triangular pattern traverse sky with pattern change occuring.,44.7749,-117.8344
2002,Portland,OR,Chevron,1.5 Seconds,Blue/White Object at high velocity/low altitude.,45.5231,-122.6765
2002,Aloha,OR,Light,ongoing,"Very bright pulsing light in northern sky, moving slowly to NE in a side to side up and down and zigzag fashion.",45.4943,-122.8670
2002,Gresham,OR,Flash,5 Minutes,"Fast flying strobe, changing directions and speed.",45.5001,-122.4302
2002,Eagle Creek,OR,Triangle,15 minutes,"Extremely bright triangular shaped object sighted in the sky in Eagle Creek, Oregon.",45.3575,-122.3589
2002,Ashland,OR,Light,:45,miltiple UFO sighting over Ashland Oregon 8/28/02,42.1946,-122.7095
2002,Gold Beach,OR,Light,7 minutes,one night while looking at the stars i saw a bright green light moving very slowly,42.4073,-124.4218
2002,Toledo,OR,Triangle,millisecond,"The object I saw was very clear and moved at a remarkably fast speed, of which I cannot imagine anything of our technology, currently.",44.6215,-123.9384
2002,Nyssa,OR,Changing,90 minutes taped,Strobe type objects that vary in shape.,43.8768,-116.9949
2002,Scappoose,OR,Triangle,15 seconds,"While camping on an island on the Columbia River with perfect visibility, four adults witnessed what I believe to be three objects, but",45.7543,-122.8776
2002,Portland,OR,Oval,10-15 sec.,I Saw 4 oval shaped objects in the sky to the north of my house,45.5231,-122.6765
2002,Portland,OR,Circle,20 min,circular object hovers over portland,45.5231,-122.6765
2002,Portland,OR,Unknown,10 minutes,"Sighting of a possible beam or tether directly connected from the ground to an aircraft at an altitude of 2,500 ft.",45.5231,-122.6765
2002,Grants Pass,OR,Other,20 minutes,"Noticed very bright color changing ""star"" 15 - 20% above horizon which had several smaller lights circle it.",42.4390,-123.3284
2002,Banks,OR,Other,3 minutes,Wing shaped UFO spotted above the Banks city area.,45.6187,-123.1143
2002,Eugene,OR,Triangle,7-10 seconds,"Triangular boomerang shape, dark gray/shadowy color, low altitude, silent,",44.0521,-123.0868
2002,Philomath,OR,Unknown,about5seconds,i watched on the portland news that the space shuttle would be visiable and went to philomath oregon to what was known to be the apple,44.5401,-123.3676
2002,Portland,OR,Circle,2min,The LIGHT is the TRUTH!,45.5231,-122.6765
2002,Lebanon/Brownsville,OR,Unknown,1 1/2 mins approx,"Bright fan shaped light which quivered and shimmered, finally swirling and vanishing. ((Vandenberg rocket launch. PD))",44.5365,-122.9070
2002,Creswell,OR,Fireball,30econds,"SLOW MOVING COMET LOOKING OBJECT SPOTTED NEAR CRESWELL, OREGON. ((Vandenberg rocket launch. PD))",43.9179,-123.0245
2002,Madras,OR,Chevron,15-30 seconds,"Saw a 2 tailed chevron shaped object, head like a snowball flying over Cascades, possible Vandenberg missile?",44.6335,-121.1295
2002,Medford,OR,Light,5 min.,The hovering spotlight simply went out and disappeared completely,42.3265,-122.8756
2002,Portland,OR,Light,15 Seconds,"Observed what appeared to be a dim satellite make a U-turn, then accelerate to an unbelievable speed.",45.5231,-122.6765
2002,"Summit Lake Exit, Hwy 42",OR,Disk,10 minutes,Huge bright hovering object.,44.4623,-121.8418
2002,Aloha,OR,Other,10-15 SEC.,TWO SILENT ORANGE DIMOND SHAPE UFO's STARTTLED MAN IN ALOHA OREGON,45.4943,-122.8670
2002,Portland,OR,Triangle,45-60 seconds,From the south and passing near intersection of se holgate and 30th ave it banked and headed over the river towrds downtown PDX. I s,45.5231,-122.6765
2002,Brooks,OR,Fireball,30 seconds,I was at the pilot truck stop in brooks oregon looking north when at 6:10 all of a sudden from east to west i saw 2 fire balls. it was,45.0482,-122.9584
2002,Warren,OR,Sphere,15 minutes,"A bright glowing light changing from red, green, blue to white. Moved in different directions. Then was gone.",45.8188,-122.8501
2002,Wilsonville/Tualatin,OR,Unknown,3-5 seconds,I was headed North on I-5 when I saw a glowing green object streaking across the night sky and descending towards Tualatin.,45.2998,-122.7737
2002,Chiloquin,OR,Sphere,45minutes,"6 rotating,flashing spheres of colored light,in night sky above Chiloquin Ridge, Oregon",42.5776,-121.8661
2002,West Linn,OR,Chevron,2 minutes,"Chevron shape with a center light followed by 5 round, intensely bright lights.",45.3657,-122.6123
2002,Portland,OR,Disk,5 min.,Black saucer wobbled slowly as it gained altitude.,45.5231,-122.6765
2003,Portland,OR,Light,couple minutes,Red light above Portland,45.5231,-122.6765
2003,Albany,OR,Light,5 min,red light in sky changed direction twice before stopping and 5-6 other small red lights fell from the bottom; one veering suddenly east,44.6350,-123.1059
2003,Salem,OR,Cylinder,1 1/2 min.,"""A U-F-O HAS BEEN SPOTTED OVER THE SKIES OF SALEM.""",44.9429,-123.0351
2003,Sutherlin,OR,Changing,,LIGHT,43.3901,-123.3126
2003,Gresham,OR,Flash,10 seconds,Three bright flashes appeared in the north sky within a 10 second period,45.5001,-122.4302
2003,Bend,OR,Disk,15 minutes,"A single, stationary fairly large saucer/disc with rotating lights that changed colors from red to green, blue and white that hovered f",44.0583,-121.3153
2003,Beaverton,OR,Sphere,2min,saw a couple of strange air craft,45.4871,-122.8037
2003,Clackamas,OR,,,"Man reports witnessing four very bright white lights, appearing in a ""T"" formation, to the south.",45.4076,-122.5704
2003,Portland,OR,Sphere,10-15 minutes,Sphere moving very slowly NE to NW.,45.5231,-122.6765
2003,La Grande,OR,Fireball,about 5 seconds,object looked like shooting star it turned green and glowing as it came closer to the ground increasing in size.,45.3246,-118.0877
2003,Madras,OR,Sphere,3 min.,"Spherical metallic object seen about 7 miles NE of Madras, OR",44.6335,-121.1295
2003,Gresham,OR,Triangle,,Triangle,45.5001,-122.4302
2003,Wingville,OR,,5-10 min.,"Man witnesses dramatic fireball in southern sky, followed by sighting of 5-6 tiny lights moving slowly west in the southern sky.",44.8396,-117.9216
2003,Valley Junction,OR,Other,12 minutes,Missing time,45.0622,-123.5708
2003,Portland,OR,,60 sec.,"Two adults witness a peculiar ""light orange"" ball of light move horizontally across the eastern sky of Portland.",45.5231,-122.6765
2003,Eugene,OR,Cigar,10 seconds,"sunny day, huge jet-shaped craft with tiny red/black wings very low to the ground rose noiselessly into a cloud. didn't emerge.",44.0521,-123.0868
2003,Aloha,OR,Sphere,2 seconds,Large sphere entering clouds at high rate of speed.,45.4943,-122.8670
2003,Fort Klamath,OR,Oval,25 minutes,White oval light with in touching distance .,42.7046,-121.9959
2003,Gresham/ Wood Village,OR,Changing,8 - 10 min,"Multi-colored orb sighting report, low, slow-moving",45.5001,-122.4302
2003,Ashland,OR,Changing,30 minutes,"Ground-moving small black boomerang shaped unidentified object observed with witnesses in broad daylight near Ashland, Or.",42.1946,-122.7095
2003,Aloha,OR,Fireball,15 seconds,Fireball seen behind trees moving vertically then up into the sky,45.4943,-122.8670
2003,Lake Oswego,OR,Oval,5 seconds,Oregon UFO Review Case: Football shaped UFO with purple glow and lights seen from inside tent during camping.,45.4207,-122.6706
2003,Creswell,OR,Other,10-15 min,i could tell you this: IT WAS NOT AN AIRPLANE!,43.9179,-123.0245
2003,Portland,OR,Light,12 seconds,"This object coud not have been a jet and it was not a ""shooting star"".",45.5231,-122.6765
2003,Gates,OR,Rectangle,Multiple times,Large octagon grid patterns late night sightings.,44.7562,-122.4167
2003,Clear Lake,OR,Light,,"light in sky that bobed and had big spotlight threw trees,made no noise",44.3687,-121.9944
2003,Salem,OR,Other,45-65 seconds,"V shaped, Tilted and rotating pale white craft. No noise.",44.9429,-123.0351
2003,Salem,OR,Circle,15min,saw 11 circle object heading due south a a very slow pace in a group formation than disappeared,44.9429,-123.0351
2003,Beaverton,OR,Oval,21 min,White-pink oval object seen & photo'd while rising up thru high cloud.,45.4871,-122.8037
2003,Portland,OR,Sphere,1hr 15 min,"Clearly visible, stationary sphere, ""takes off"" after an hour or so of observation",45.5231,-122.6765
2003,Eugene,OR,Oval,2 minutes,"Oval object seen racing from west to east over Eugene, Oregon.",44.0521,-123.0868
2003,Bend,OR,Other,,A strange craft the best i can subscribe it was a thin rectangle with a pair of wings they went back from the front in a 60 degree angl,44.0583,-121.3153
2003,Forest Grove,OR,Light,>30 seconds,"Bright light moving erratically, then moving to one spot to disappear. Forest Grove, Oregon, July 20, 2003",45.5198,-123.1107
2003,Portland,OR,Light,3 mins,"Between 10 and 11 pm, very bright quiet object traveling S to N then abruptly turned toward the E..",45.5231,-122.6765
2003,Portland,OR,Circle,nightly,"We see objects in the sky that look like tiny stars that move at lightning speeds, hover in one spot then takes off at lightning speeds",45.5231,-122.6765
2003,Wallowa,OR,Disk,20 seconds,Flying saucer type object not large and alone soft white light and incredibly fast.,45.5930,-116.9718
2003,Portland,OR,Fireball,2-1/2 min,This was the amber fireball...very smooth trajectory and very fast...just takin` its time it seemed....,45.5231,-122.6765
2003,Tillamook,OR,Fireball,1-2 minutes,fireball into ocean,45.4562,-123.8440
2003,Keizer,OR,Other,5 min,translutant orb seen two different times.,44.9901,-123.0262
2003,Ashland,OR,Oval,5 sec,3 oval electric blue objects,42.1946,-122.7095
2003,Newberry Crater National Monument,OR,Light,1 minute,bright light pretending to be a star in big dipper,43.7221,-121.2345
2003,Gresham,OR,Light,7 minutes,"OR UFO Review Case: Investigative findings and conclusions to the triangle lights sighting case in Gresham Oregon, August 9th, 2003.",45.5001,-122.4302
2003,Jordan Valley,OR,Disk,20-25 secs,Very large disk shaped structure with lights,42.9740,-117.0543
2003,Portland,OR,Sphere,15 minutes,Sphere over Portland with Military Jet,45.5231,-122.6765
2003,Salem,OR,Light,2 minutes,Two red lights moving very quickly made two changes of direction in less than 20 seconds.,44.9429,-123.0351
2003,Seaside,OR,Light,approximate: 5 seconds,Twin objects race across the sky in an unusal criss-cross pattern in an exciting sighting at the Oregon coast!,45.9932,-123.9226
2003,Springfield,OR,Cigar,2 minutes,"Object seen the night Mars was closest to Earth August 27, 2003.",44.0462,-123.0220
2003,Springfield (Camp Creek Road),OR,Oval,15 minutes,Large oblong Bright & Colorfully Lite Up With No Sound Flew Right Above The Trees.,44.0462,-123.0220
2003,Portland,OR,Triangle,7 minutes,"Silent Triangle over Gresham/Portland Oregon remains motionless, rapidly accelerates away. ((OREGON/MUFON REPORT INCL.))",45.5231,-122.6765
2003,Salem,OR,Unknown,30 MIN?,"Salem OR, slow moving lights at midnight and 2 hours later heard noise but nothing spotted",44.9429,-123.0351
2003,Salem,OR,Light,6 seconds,Very Bright Light,44.9429,-123.0351
2003,Mulino,OR,Triangle,1 minute,"Triangle of white lights heading north at high altitude over Portland. ((NUFORC Note: Possible sighting of ""NOSS"" satellites. PD))",45.2212,-122.5817
2003,Portland,OR,Light,hour plus,"small compact formation of lights, no movement; but bursts of red and yellow lights - very faint.",45.5231,-122.6765
2003,Springfield,OR,Oval,10 min,Craft seen in daylight over Oregon,44.0462,-123.0220
2003,Grants Pass,OR,Other,3 min,"We saw a lobed orb over Grants Pass, Oregon, on 9/1/03.",42.4390,-123.3284
2003,Hillsboro,OR,Sphere,1 hour,Metalic sphere about twice the size of a commerial airliner.,45.5229,-122.9898
2003,Hillsboro,OR,Circle,3sec,"Green ball with a pink/red tail entering our atmosphere , then flying of over the horizon.",45.5229,-122.9898
2003,Scotts Mills,OR,Unknown,2 minutes,floated at @ 100 feet then shot straight up into the sky lost in sun.,45.0429,-122.6684
2003,Lakeside,OR,Triangle,10 min.,A six lighted wedge flying north to south in the western sky.,43.5757,-124.1751
2003,Springfield,OR,Flash,1 sec,brilliant flash of light,44.0462,-123.0220
2003,Idanha,OR,Light,30 sec,It was as there was an exploding star or something of that nature.,44.7026,-122.0787
2003,Blachly,OR,Light,,"a girl sees a formation of 2 lights i the sky forming in to one ""saucer""",44.1948,-123.5350
2003,Corvallis,OR,,5 minutes,"Strange F-16 Operations In Corvallis, Oregon.",44.5646,-123.2620
2003,Portland,OR,Light,Less than 1 minute,Bright shining object over Porland OR,45.5231,-122.6765
2003,Portland,OR,Light,.5-1.5 hr,"single object non-moving, changing colors, red, blue-green, white",45.5231,-122.6765
2003,Lincoln City,OR,Oval,See Below,No idea what this object is,44.9582,-124.0179
2003,Portland,OR,Sphere,10 seconds,Happened to see a very bright planet like white golf ball size light and I went outside to investigate further.,45.5231,-122.6765
2003,Portland,OR,Circle,3 minutes,Flickering Colored Orb,45.5231,-122.6765
2003,Junction City,OR,Triangle,5-7 seconds,"Observed triangle shaped craft moving at high velocity from East to West, then make an almost 90 degree turn to the north.",44.2193,-123.2056
2003,Baker City,OR,Rectangle,15-20 sec.,Panel of light surgically zig/zagged across sky. Here to gone in 2 seconds flat. Impressed the hell out of us. WE WANT 1,44.7749,-117.8344
2003,Cornelius,OR,Disk,5 secs.,"washer shape in early night sky at Cornelius, Oregon 9/28/03",45.5198,-123.0598
2003,Brookings Harbor,OR,Light,3 minutes,5 lights moving in different directions over ocean,42.0526,-124.2840
2003,Corvallis,OR,Other,2 HOURS,"A LARGE UFO, LARGER THAN THE BRIDGE THAT DISAPPEARED IN FRONT OF ME.. ((NUFORC Note: Possibly not UFO related?? PD))",44.5646,-123.2620
2003,Salem,OR,Other,bout 10 secs.,"saw red light appear move rapidly through the sky in salem, or and then dissapear.",44.9429,-123.0351
2003,Scappoose,OR,Triangle,5 seconds,"Swift hard-to-see triangular object moving in a straight line across night sky with 3 luminous tips, one at front, two at rear.",45.7543,-122.8776
2003,Scappoose,OR,Triangle,5 seconds (x2),"2 more fast, noiseless, triangular objects seen above Scappoose, OR within 1 week of first sighting",45.7543,-122.8776
2003,Portland,OR,Sphere,1 minute,"Pink-Orange sphere photographed near downtown Portland, OR",45.5231,-122.6765
2003,Portland,OR,Circle,5 minutes,"Dear PD, On 11/5/03, my wife described a sighting to me that sounds very similar to one reported by a witness in your database for Port",45.5231,-122.6765
2003,Portland (I-5/Lombard Exit),OR,Sphere,2-3 min.,Young woman reports witnessing F-15 fighter jets approach a peculiar sphere over Interstate 5.,45.5231,-122.6765
2003,Portland/Gresham,OR,Light,1 minute,Yellow/orange light in evening sky followed by military jet activity,45.5231,-122.6765
2003,Newport,OR,Other,about 5 min,"This object was on the south beach area near the airport. I believe the object was partially behind a hill, so I wasn't able to get a",44.6368,-124.0535
2003,Springfield,OR,Cigar,10 minutes,Two dark objects flying low without any sounds.,44.0462,-123.0220
2003,Madras,OR,Circle,15 minutes,"At about 6:30 p.m. 11/08/03, our next door neighbor's litte girl came over, knocked on the door, and asked if we wanted to see a UFO.",44.6335,-121.1295
2003,Coos Bay,OR,Oval,5 to 6 mins,"very bright light, slowing and speeding up, white light w/red and yellow lights around main light",43.3665,-124.2179
2003,Portland,OR,Disk,2 to 3 minutes,Wobbling Disc Daylight Sighting,45.5231,-122.6765
2003,The Dalles,OR,Light,10 seconds,"I saw weird, moving lights along the Columbia River heading Eastward.",45.5946,-121.1787
2003,Vernonia,OR,Sphere,30 seconds,"Bright light seen near Mars, descended rapidly.",45.8587,-123.1929
2003,Eugene,OR,Unknown,2 min,Extraordinary set of 2 long lasting flashes light up the entire sky.,44.0521,-123.0868
2003,Dallas,OR,Other,13 minutes.,"I heard a strange noise, suffered a physical and emotional response to it, military jets ""chased"" it away.",44.9193,-123.3170
2003,Salem,OR,Circle,5 seconds,Fast Moving Bright Light,44.9429,-123.0351
2003,Selma,OR,Flash,few seconds,green flashes,42.2793,-123.6161
2003,Albany,OR,Formation,5 minutes,"Albany, OR Lights in the sky.",44.6350,-123.1059
2004,Beatty (near),OR,,,Unusual object.,42.4418,-121.2708
2004,Eugene,OR,Changing,5-7 MINUTES,"large yellowish orange ball hovering in sky with lights bouncing around inside, slowly moving east then north",44.0521,-123.0868
2004,Medford,OR,Other,5 seconds,"At night, 2 close lights flying fast parrallel to the ground for 5 seconds with absolutely no sound.",42.3265,-122.8756
2004,Coos Bay,OR,Disk,11/2 hour,"Three lighted objects over ocean ,big object blinked and manuvered: Other 2 stationary.",43.3665,-124.2179
2004,Aloha,OR,Circle,3 minutes,This was no sattelite!,45.4943,-122.8670
2004,Clackamas,OR,Cylinder,1-2 min.,"7-9 Amber colored, zig-zag patern. I CANNOT be the only one that saw these! I took pix too.",45.4076,-122.5704
2004,Coquille,OR,,1,I believe I was ALMOST abducted.,43.1771,-124.1876
2004,Tillamook,OR,Cylinder,10 Minutes,"Brightly lit cylindrical object rises slowly above Tillamook Bay, Oregon",45.4562,-123.8440
2004,Medford,OR,Unknown,3 minutes,Fast moving object disappears into night sky,42.3265,-122.8756
2004,Bend,OR,Unknown,not know,here is the story behind the picture..I live in Oregon and as always for the last few months it has been cold and overcast if not snowi,44.0583,-121.3153
2004,Redmond,OR,Changing,1 1/2 hr.,We watched a bright light off our pourch till it vanished.,44.2726,-121.1739
2004,Lincoln City,OR,Disk,1 hour 10 min.,bright amber lights flashing in random sequence later came withing 30 ft. of our house and returned over the ocean,44.9582,-124.0179
2004,Roseburg,OR,Cylinder,5min,Orange glowing cylindrical spinning object - Roseburg Oregon,43.2165,-123.3417
2004,Portland,OR,Unknown,unknown,HBCCUFO CANADIAN REPORT: The clouded parts of the sky on that day had some weird shaped circular or oval.,45.5231,-122.6765
2004,Portland,OR,,10 seconds,across the sky faster than most anything,45.5231,-122.6765
2004,Stanfield,OR,Teardrop,15 minutes,"Big flash of light, small figures, wierd motions awfully creepy!",45.7804,-119.2172
2004,Redmond,OR,Disk,2 minutes,small disc shape object with dark orange glow underneath,44.2726,-121.1739
2004,Bend,OR,Circle,A few seconds,A round metallic object seen momentarily in the blue sky.,44.0583,-121.3153
2004,Portland,OR,Disk,20 seconds?,Fast moving round object at night.,45.5231,-122.6765
2004,Wilsonville,OR,Rectangle,5 min,"Hovering craft with green, then orange, then yellow-white lights seen in night sky over housing development.",45.2998,-122.7737
2004,Jordan Valley,OR,Circle,1-2 minutes,"I am a farmer from Idaho and was driving a semi-truck north bound on hwy 95 about two miles out of the small town of Jordan Valley, Ore",42.9740,-117.0543
2004,Albany,OR,Egg,Bright Flashes,Bright flashes hovering and an egg shaped aircraft went from hovering it high speed instantly.,44.6350,-123.1059
2004,Baker City,OR,Chevron,25 seconds+/-,Transparent grayish chevron-shaped obect changes to 6 individual green lights that reconverge to form 1 green light,44.7749,-117.8344
2004,Bend,OR,Formation,10 minutes,"String of star-like lights drift through sky in straight line, with equal distance apart from one another.",44.0583,-121.3153
2004,Central Paint,OR,Light,1 minute,The light turn sharply south and climbed at 10:00 direction and disappeared,42.3760,-122.9164
2004,Portland,OR,Other,,Strobing Night Sky Object - Photo,45.5231,-122.6765
2004,Portland,OR,Circle,10 - 15 minutes,"Object Hovering Near Jet-Trails 4/30/04, Portland, Or.",45.5231,-122.6765
2004,Salem,OR,Circle,six minutes,Object changed directions several times.,44.9429,-123.0351
2004,Portland,OR,Sphere,3 sec,"It was a very large globe-shaped object, very low and very fast, traveling in a very straight line. Color was deep orange-yellow, and",45.5231,-122.6765
2004,Sherwood,OR,Sphere,20 min.,Sphere cluster release's smaller object's.,45.3565,-122.8401
2004,Scappoose,OR,Triangle,5minutes,Massive triangle object moving from south to north covering the background stars,45.7543,-122.8776
2004,Portland,OR,Rectangle,10 minutes,"Dark Cylinder/ Rectangular flying object dips in and out of low clouds over Portland, Oregon",45.5231,-122.6765
2004,Klamath Falls,OR,Unknown,5 min,Solid radar return with no visual,42.2249,-121.7817
2004,Eugene,OR,Cigar,2-3 minutes,"""blimp"" like shaped object moving across the sky at sunset. Absolutely silent. Let us have a good look, but got no pic. ((Contrail??)",44.0521,-123.0868
2004,Christmas Valley,OR,Other,35-40 minutes,"Bright lights changing color and pattern above skyline, like I've never seen before.",43.2378,-120.6709
2004,Portland,OR,Unknown,25 minutes,Weird lights revoling around a center light in the sky ((NUFORC Note: Advertising lights?? PD)),45.5231,-122.6765
2004,Portland,OR,Sphere,3 minutes,Object seen in sky over Downtown Portland Oregon moving very slowly coming from N.E. Direction to S.W. direction. Appeared silver in c,45.5231,-122.6765
2004,Gerber Reservoir,OR,Changing,2 Hours,Approximately 11PM my friend and I were sitting around a campfire. I got up and walked towards the tree line. I saw 2 orange orbs (pu,42.1979,-121.0961
2004,Ashland,OR,Light,1 hour,"strange distant lights moving in zig zag patterns from south to north, one after another aprox. 1 minute apart. ((Satellites??))",42.1946,-122.7095
